Organism group,Create date,Location
Listeria monocytogenes,2021-02-19T16:26:16Z,NY
Listeria monocytogenes,2021-04-16T21:21:15Z,OH
Listeria monocytogenes,2021-04-16T21:21:16Z,OH
Listeria monocytogenes,2021-04-16T21:21:16Z,OH
Listeria monocytogenes,2021-04-24T12:24:09Z,WA
Listeria monocytogenes,2021-07-19T23:31:39Z,MS
Listeria monocytogenes,2021-07-19T23:31:43Z,MS
Listeria monocytogenes,2021-12-15T18:41:16Z,OH
Listeria monocytogenes,2021-12-15T18:41:16Z,OH
Listeria monocytogenes,2021-12-15T18:41:17Z,OH
Listeria monocytogenes,2022-03-18T20:34:20Z,VT
Listeria monocytogenes,2022-03-18T20:34:20Z,VT
Listeria monocytogenes,2022-03-18T21:35:40Z,VT
Listeria monocytogenes,2022-03-18T21:35:40Z,VT
Listeria monocytogenes,2022-03-18T21:35:43Z,VT
Listeria monocytogenes,2022-03-18T21:35:44Z,VT
Listeria monocytogenes,2022-03-22T20:45:51Z,NY
Listeria monocytogenes,2022-03-22T20:45:51Z,NY
Listeria monocytogenes,2022-03-22T20:45:53Z,NY
Listeria monocytogenes,2022-03-22T20:45:54Z,NY
Listeria monocytogenes,2022-04-09T15:34:28Z,NY
Listeria monocytogenes,2022-04-09T15:34:29Z,NY
Listeria monocytogenes,2022-04-09T15:34:30Z,NY
Listeria monocytogenes,2022-04-09T15:34:30Z,NY
Listeria monocytogenes,2022-04-09T15:34:31Z,NY
Listeria monocytogenes,2022-04-09T15:34:31Z,NY
Listeria monocytogenes,2022-04-09T15:34:31Z,NY
Listeria monocytogenes,2022-04-09T15:34:33Z,NY
Listeria monocytogenes,2022-04-09T15:34:33Z,NY
Listeria monocytogenes,2022-04-09T15:34:33Z,NY
Listeria monocytogenes,2022-04-18T01:32:46Z,NY
Listeria monocytogenes,2022-04-18T01:32:47Z,NY
Listeria monocytogenes,2022-04-18T01:32:48Z,NY
Listeria monocytogenes,2022-04-18T01:32:48Z,NY
Listeria monocytogenes,2022-09-01T22:38:19Z,VT
Listeria monocytogenes,2022-09-01T22:38:19Z,VT
Listeria monocytogenes,2022-09-01T22:38:19Z,VT
Listeria monocytogenes,2022-09-01T22:38:20Z,VT
Listeria monocytogenes,2022-09-01T22:38:20Z,VT
Listeria monocytogenes,2022-09-16T19:40:00Z,VT
Listeria monocytogenes,2022-10-05T21:42:34Z,NY
Listeria monocytogenes,2022-10-05T21:42:35Z,NY
Listeria monocytogenes,2022-11-04T18:47:41Z,MT
Listeria monocytogenes,2022-11-21T23:39:43Z,NY
Listeria monocytogenes,2022-11-21T23:39:44Z,NY
Listeria monocytogenes,2023-04-06T19:45:33Z,NY
Listeria monocytogenes,2023-04-06T19:45:33Z,NY
Listeria monocytogenes,2023-04-06T19:45:33Z,NY
Listeria monocytogenes,2023-04-06T19:45:34Z,NY
Listeria monocytogenes,2023-04-06T19:45:34Z,NY
Listeria monocytogenes,2023-04-06T19:45:34Z,NY
Listeria monocytogenes,2023-04-06T19:45:35Z,NY
Listeria monocytogenes,2023-04-06T19:45:37Z,NY
Listeria monocytogenes,2023-04-06T19:45:38Z,NY
Listeria monocytogenes,2023-07-07T00:54:45Z,WI
Listeria monocytogenes,2023-07-11T18:00:39Z,MN
Listeria monocytogenes,2023-08-19T17:47:10Z,FL
Listeria monocytogenes,2023-12-17T23:57:16Z,CA
Listeria monocytogenes,2024-02-23T18:26:28Z,FL
Listeria monocytogenes,2024-02-23T18:26:28Z,FL
Listeria monocytogenes,2024-02-26T22:02:15Z,FL
Listeria monocytogenes,2024-02-26T22:02:15Z,FL
Listeria monocytogenes,2024-03-01T20:22:00Z,FL
Listeria monocytogenes,2024-03-01T20:22:02Z,FL
Listeria monocytogenes,2024-03-07T18:06:37Z,FL
Listeria monocytogenes,2024-03-07T18:06:37Z,FL
Listeria monocytogenes,2024-03-07T18:06:38Z,FL
Listeria monocytogenes,2024-03-07T18:06:38Z,FL
Listeria monocytogenes,2024-03-07T18:06:39Z,FL
Listeria monocytogenes,2024-03-07T18:06:41Z,FL
Listeria monocytogenes,2024-03-07T18:06:42Z,FL
Listeria monocytogenes,2024-03-11T17:01:35Z,FL
Listeria monocytogenes,2024-03-11T17:01:35Z,FL
Listeria monocytogenes,2024-03-14T18:04:34Z,FL
Listeria monocytogenes,2024-04-06T21:50:52Z,NY
Listeria monocytogenes,2024-04-06T21:50:58Z,NY
Listeria monocytogenes,2024-04-06T21:51:00Z,NY
Listeria monocytogenes,2024-04-06T21:51:05Z,NY
Listeria monocytogenes,2024-04-06T21:51:06Z,NY
Listeria monocytogenes,2024-04-06T21:51:09Z,NY
Listeria monocytogenes,2024-04-06T21:51:10Z,NY
Listeria monocytogenes,2024-04-06T21:51:11Z,NY
Listeria monocytogenes,2024-04-06T21:51:14Z,NY
Listeria monocytogenes,2024-04-06T21:51:17Z,NY
Listeria monocytogenes,2024-04-06T21:51:21Z,NY
Listeria monocytogenes,2024-04-06T21:51:26Z,NY
Listeria monocytogenes,2024-04-06T21:51:34Z,NY
Listeria monocytogenes,2024-04-06T21:51:39Z,NY
Listeria monocytogenes,2024-04-06T21:52:01Z,NY
Listeria monocytogenes,2024-06-26T07:01:00Z,ID
Listeria monocytogenes,2024-07-01T23:09:02Z,ID
Listeria monocytogenes,2024-09-30T16:11:34Z,FL
Listeria monocytogenes,2024-11-25T22:36:52Z,SC
Listeria monocytogenes,2024-11-25T22:36:55Z,SC
Listeria monocytogenes,2024-11-25T22:36:59Z,SC
Listeria monocytogenes,2024-11-25T22:37:14Z,SC
Listeria monocytogenes,2024-11-26T00:37:14Z,SC
Listeria monocytogenes,2024-11-26T23:17:00Z,SC
Listeria monocytogenes,2024-12-17T17:07:19Z,NY
Listeria monocytogenes,2024-12-17T19:20:13Z,NY
Listeria monocytogenes,2025-02-01T03:05:55Z,NY
Listeria monocytogenes,2025-02-01T03:05:57Z,NY
Listeria monocytogenes,2025-02-01T03:05:57Z,NY
Listeria monocytogenes,2025-02-01T03:05:58Z,NY
Listeria monocytogenes,2025-02-01T03:05:58Z,NY
Listeria monocytogenes,2025-02-10T23:47:32Z,NY
Listeria monocytogenes,2025-02-10T23:47:32Z,NY
Listeria monocytogenes,2025-02-10T23:47:37Z,NY
Listeria monocytogenes,2025-02-10T23:47:41Z,NY
Listeria monocytogenes,2025-02-10T23:47:42Z,NY
Listeria monocytogenes,2025-03-10T21:24:47Z,NY
Listeria monocytogenes,2025-03-10T21:24:47Z,NY
Listeria monocytogenes,2025-05-05T22:36:35Z,NY
Listeria monocytogenes,2025-05-05T22:36:38Z,NY
Listeria monocytogenes,2025-06-09T20:10:56Z,NY
Listeria monocytogenes,2025-06-09T20:10:57Z,NY
Salmonella enterica,2015-02-11T08:07:52Z,NY
Salmonella enterica,2015-02-11T08:07:52Z,NY
Salmonella enterica,2015-02-11T08:07:53Z,NY
Salmonella enterica,2015-02-11T08:07:53Z,NY
Salmonella enterica,2015-02-11T08:07:50Z,NY
Salmonella enterica,2015-02-11T08:07:53Z,NY
Salmonella enterica,2015-02-11T06:08:32Z,NY
Salmonella enterica,2015-02-11T06:08:34Z,NM
Salmonella enterica,2015-02-11T06:08:34Z,NM
Salmonella enterica,2015-02-11T06:08:34Z,NM
Salmonella enterica,2015-02-11T06:08:34Z,NM
Salmonella enterica,2015-02-11T06:08:34Z,NM
Salmonella enterica,2015-02-11T06:08:34Z,NM
Salmonella enterica,2016-05-17T21:14:11Z,NM
Salmonella enterica,2018-06-26T23:03:08Z,NM
Salmonella enterica,2017-03-01T17:08:39Z,NM
Salmonella enterica,2015-02-11T06:08:29Z,NM
Salmonella enterica,2016-05-17T21:14:11Z,NM
Salmonella enterica,2016-05-17T21:14:12Z,NM
Salmonella enterica,2016-05-17T21:14:12Z,NM
Salmonella enterica,2015-02-11T06:08:29Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,CT
Salmonella enterica,2015-02-11T17:09:50Z,CT
Salmonella enterica,2015-02-11T17:09:50Z,CT
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,NM
Salmonella enterica,2015-02-11T17:09:50Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,NM
Salmonella enterica,2015-02-11T17:09:51Z,NM
Salmonella enterica,2015-02-11T17:09:51Z,NM
Salmonella enterica,2015-02-11T17:09:51Z,NM
Salmonella enterica,2015-02-11T17:09:51Z,NM
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,CT
Salmonella enterica,2015-02-11T17:09:51Z,NM
Salmonella enterica,2015-07-05T22:14:18Z,NM
Salmonella enterica,2015-07-05T22:14:18Z,NM
Salmonella enterica,2015-02-11T17:09:52Z,MN
Salmonella enterica,2015-02-11T17:09:52Z,MN
Salmonella enterica,2015-02-11T17:09:52Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2018-06-26T21:06:52Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:54Z,CT
Salmonella enterica,2015-02-11T17:09:55Z,CT
Salmonella enterica,2015-02-11T17:09:56Z,CT
Salmonella enterica,2015-02-11T17:09:56Z,TX
Salmonella enterica,2015-02-11T17:09:56Z,TX
Salmonella enterica,2015-02-11T17:09:59Z,CT
Salmonella enterica,2015-02-11T17:09:59Z,CT
Salmonella enterica,2015-02-11T17:09:59Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,CT
Salmonella enterica,2015-02-11T17:10:02Z,CT
Salmonella enterica,2015-02-11T17:10:02Z,CT
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:02Z,MN
Salmonella enterica,2015-02-11T17:10:03Z,MN
Salmonella enterica,2015-02-11T17:10:03Z,MN
Salmonella enterica,2015-02-11T17:10:04Z,MN
Salmonella enterica,2015-12-15T21:22:26Z,CO
Salmonella enterica,2015-12-15T21:22:25Z,PA
Salmonella enterica,2015-12-17T20:24:37Z,GA
Salmonella enterica,2015-12-15T21:22:23Z,CA
Salmonella enterica,2018-06-26T21:06:53Z,NY
Salmonella enterica,2015-12-11T19:21:37Z,CO
Salmonella enterica,2015-12-11T19:21:36Z,NM
Salmonella enterica,2015-12-12T02:20:14Z,GA
Salmonella enterica,2015-12-12T09:21:24Z,NM
Salmonella enterica,2015-12-12T09:21:24Z,MN
Salmonella enterica,2015-12-12T11:23:10Z,PA
Salmonella enterica,2015-12-12T11:23:10Z,CA
Salmonella enterica,2015-09-14T14:09:54Z,NM
Salmonella enterica,2015-09-14T14:09:54Z,TN
Salmonella enterica,2015-09-14T14:09:54Z,CA
Salmonella enterica,2015-09-14T14:09:54Z,CA
Salmonella enterica,2015-12-12T11:23:10Z,NM
Salmonella enterica,2015-12-12T09:21:24Z,GA
Salmonella enterica,2015-12-12T11:23:10Z,TN
Salmonella enterica,2015-12-12T11:23:10Z,CT
Salmonella enterica,2015-12-12T11:23:10Z,NM
Salmonella enterica,2015-12-12T10:21:36Z,OR
Salmonella enterica,2015-12-12T11:23:10Z,GA
Salmonella enterica,2015-12-12T10:21:36Z,GA
Salmonella enterica,2015-12-12T11:23:10Z,CT
Salmonella enterica,2015-12-12T11:23:10Z,PA
Salmonella enterica,2015-12-12T11:23:10Z,CO
Salmonella enterica,2015-12-12T10:21:36Z,GA
Salmonella enterica,2015-12-12T11:23:09Z,TN
Salmonella enterica,2015-12-12T16:20:59Z,MD
Salmonella enterica,2015-12-12T14:21:14Z,WV
Salmonella enterica,2015-02-11T16:10:26Z,NY
Salmonella enterica,2015-02-11T16:10:25Z,NY
Salmonella enterica,2018-06-26T21:06:55Z,NY
Salmonella enterica,2018-06-26T21:06:51Z,NY
Salmonella enterica,2015-02-11T15:09:18Z,NY
Salmonella enterica,2015-02-11T15:09:17Z,NY
Salmonella enterica,2015-02-11T15:09:15Z,NY
Salmonella enterica,2015-02-11T15:09:16Z,NY
Salmonella enterica,2015-02-11T15:09:14Z,NY
Salmonella enterica,2015-02-11T15:09:16Z,NY
Salmonella enterica,2018-06-26T21:06:54Z,NY
Salmonella enterica,2015-02-11T15:09:17Z,MN
Salmonella enterica,2015-02-11T15:09:17Z,MN
Salmonella enterica,2015-02-11T15:09:14Z,MN
Salmonella enterica,2015-02-11T15:09:21Z,MN
Salmonella enterica,2015-02-11T15:09:21Z,MN
Salmonella enterica,2015-02-11T14:09:19Z,MN
Salmonella enterica,2015-02-11T14:09:19Z,MN
Salmonella enterica,2015-02-11T14:09:20Z,VA
Salmonella enterica,2015-02-11T14:09:19Z,VA
Salmonella enterica,2015-02-11T14:09:19Z,VA
Salmonella enterica,2015-02-11T14:09:19Z,VA
Salmonella enterica,2015-02-11T14:09:19Z,VA
Salmonella enterica,2015-02-11T14:09:19Z,VA
Salmonella enterica,2015-02-11T14:09:23Z,NY
Salmonella enterica,2015-02-11T14:09:23Z,VA
Salmonella enterica,2015-02-11T14:09:23Z,NY
Salmonella enterica,2015-02-11T13:09:24Z,NY
Salmonella enterica,2015-02-11T03:08:35Z,NY
Salmonella enterica,2015-02-11T03:08:35Z,VA
Salmonella enterica,2015-02-11T13:09:23Z,VA
Salmonella enterica,2015-02-11T13:09:23Z,VA
Salmonella enterica,2015-02-11T13:09:23Z,VA
Salmonella enterica,2015-02-11T02:07:37Z,NY
Salmonella enterica,2015-02-11T02:07:37Z,NY
Salmonella enterica,2015-02-11T03:08:36Z,VA
Salmonella enterica,2015-02-11T02:07:37Z,VA
Salmonella enterica,2015-02-11T02:07:37Z,VA
Salmonella enterica,2015-02-11T03:08:36Z,VA
Salmonella enterica,2015-02-11T02:07:37Z,VA
Salmonella enterica,2015-02-11T02:07:37Z,VA
Salmonella enterica,2015-02-11T03:08:36Z,VA
Salmonella enterica,2015-02-11T01:08:55Z,NY
Salmonella enterica,2015-02-11T01:08:55Z,VA
Salmonella enterica,2015-02-11T01:08:55Z,VA
Salmonella enterica,2015-02-11T01:08:56Z,VA
Salmonella enterica,2015-02-11T01:08:56Z,VA
Salmonella enterica,2015-02-11T01:08:58Z,TX
Salmonella enterica,2012-06-25T21:05:00Z,MD
Salmonella enterica,2015-03-16T17:34:04Z,NM
Salmonella enterica,2012-03-27T18:32:00Z,OH
Salmonella enterica,2012-08-07T19:37:00Z,WA
Salmonella enterica,2012-08-07T19:37:00Z,WA
Salmonella enterica,2012-12-31T21:14:00Z,ME
Salmonella enterica,2013-10-29T18:53:58Z,MO
Salmonella enterica,2014-04-09T13:18:04Z,PA
Salmonella enterica,2014-03-26T23:01:46Z,CT
Salmonella enterica,2015-03-30T14:06:18Z,NM
Salmonella enterica,2014-03-27T22:04:04Z,CT
Salmonella enterica,2014-03-27T22:04:20Z,GA
Salmonella enterica,2014-03-27T22:04:33Z,NY
Salmonella enterica,2014-03-27T22:04:48Z,GA
Salmonella enterica,2014-03-27T22:05:04Z,CO
Salmonella enterica,2014-03-27T22:05:18Z,CT
Salmonella enterica,2014-03-27T22:06:17Z,MN
Salmonella enterica,2014-03-27T22:06:33Z,NM
Salmonella enterica,2014-03-27T22:06:46Z,GA
Salmonella enterica,2014-03-27T22:07:27Z,MO
Salmonella enterica,2014-03-27T22:07:43Z,MO
Salmonella enterica,2014-03-27T22:07:57Z,MO
Salmonella enterica,2014-03-27T22:08:14Z,MO
Salmonella enterica,2014-03-27T22:08:29Z,GA
Salmonella enterica,2014-03-27T22:08:45Z,MD
Salmonella enterica,2014-03-27T22:08:59Z,MD
Salmonella enterica,2015-02-11T00:08:07Z,VA
Salmonella enterica,2015-02-11T00:08:07Z,VA
Salmonella enterica,2015-02-11T00:08:08Z,VA
Salmonella enterica,2015-02-11T00:08:08Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:12Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:11Z,VA
Salmonella enterica,2015-02-11T00:08:12Z,VA
Salmonella enterica,2015-02-11T00:08:14Z,VA
Salmonella enterica,2015-02-11T17:10:03Z,CT
Salmonella enterica,2015-02-10T23:09:40Z,MN
Salmonella enterica,2015-02-10T23:09:40Z,MN
Salmonella enterica,2015-02-10T23:09:41Z,MN
Salmonella enterica,2015-02-10T23:09:42Z,MN
Salmonella enterica,2015-02-10T23:09:41Z,MN
Salmonella enterica,2015-02-10T23:09:42Z,MN
Salmonella enterica,2015-02-10T23:09:42Z,MN
Salmonella enterica,2015-02-10T23:09:42Z,MN
Salmonella enterica,2015-02-10T23:09:43Z,MN
Salmonella enterica,2015-02-10T23:09:42Z,MN
Salmonella enterica,2015-02-10T23:09:43Z,MN
Salmonella enterica,2015-02-10T23:09:47Z,NY
Salmonella enterica,2015-02-10T17:09:41Z,NY
Salmonella enterica,2015-02-10T23:09:48Z,VA
Salmonella enterica,2015-02-10T23:09:48Z,VA
Salmonella enterica,2015-02-10T23:09:46Z,VA
Salmonella enterica,2015-02-10T23:09:49Z,VA
Salmonella enterica,2015-02-10T23:09:47Z,VA
Salmonella enterica,2015-02-10T23:09:53Z,CT
Salmonella enterica,2015-02-10T23:09:54Z,CT
Salmonella enterica,2015-02-10T23:09:55Z,CT
Salmonella enterica,2015-02-10T23:09:55Z,CT
Salmonella enterica,2015-02-10T23:09:55Z,CT
Salmonella enterica,2015-02-10T23:09:55Z,CT
Salmonella enterica,2015-02-10T23:09:55Z,CT
Salmonella enterica,2015-02-10T23:09:55Z,CT
Salmonella enterica,2015-02-10T23:09:56Z,CT
Salmonella enterica,2015-02-10T23:09:54Z,VA
Salmonella enterica,2015-02-10T23:09:54Z,VA
Salmonella enterica,2015-02-10T23:09:56Z,VA
Salmonella enterica,2015-02-10T23:09:56Z,VA
Salmonella enterica,2015-02-10T23:09:56Z,CT
Salmonella enterica,2015-02-10T23:09:56Z,CT
Salmonella enterica,2015-02-10T23:09:57Z,CT
Salmonella enterica,2015-02-10T23:09:57Z,CT
Salmonella enterica,2015-02-10T23:09:57Z,CT
Salmonella enterica,2015-02-10T23:09:58Z,CT
Salmonella enterica,2015-02-10T23:09:58Z,CT
Salmonella enterica,2015-02-10T23:10:00Z,CT
Salmonella enterica,2015-02-10T23:09:59Z,MN
Salmonella enterica,2015-02-10T23:10:01Z,VA
Salmonella enterica,2015-02-10T21:09:56Z,MN
Salmonella enterica,2015-02-10T21:09:56Z,MN
Salmonella enterica,2015-02-10T21:09:56Z,MN
Salmonella enterica,2015-02-10T21:09:57Z,MN
Salmonella enterica,2015-02-10T21:09:57Z,MN
Salmonella enterica,2015-02-10T21:09:57Z,MN
Salmonella enterica,2015-02-10T21:09:57Z,MN
Salmonella enterica,2015-02-10T21:09:57Z,MN
Salmonella enterica,2015-02-10T21:09:56Z,MN
Salmonella enterica,2015-02-10T21:09:58Z,MN
Salmonella enterica,2015-02-10T21:09:59Z,MN
Salmonella enterica,2015-02-10T21:09:58Z,MN
Salmonella enterica,2015-02-10T21:09:58Z,MN
Salmonella enterica,2015-02-10T21:09:58Z,MN
Salmonella enterica,2015-02-10T21:09:59Z,NM
Salmonella enterica,2014-06-05T20:04:42Z,MS
Salmonella enterica,2015-02-10T21:10:02Z,NM
Salmonella enterica,2015-02-10T21:10:02Z,NM
Salmonella enterica,2015-02-10T21:10:02Z,NM
Salmonella enterica,2015-02-10T21:10:02Z,NM
Salmonella enterica,2015-02-10T21:10:02Z,NM
Salmonella enterica,2015-02-10T21:10:03Z,NM
Salmonella enterica,2015-02-10T21:10:02Z,NM
Salmonella enterica,2015-02-10T21:10:05Z,MN
Salmonella enterica,2015-02-10T21:10:19Z,CT
Salmonella enterica,2015-02-10T21:10:19Z,CT
Salmonella enterica,2015-02-10T21:10:20Z,MD
Salmonella enterica,2015-02-10T21:10:19Z,MD
Salmonella enterica,2015-02-10T21:10:18Z,CT
Salmonella enterica,2015-02-10T20:10:24Z,GA
Salmonella enterica,2015-02-10T20:10:24Z,GA
Salmonella enterica,2015-02-10T20:10:24Z,TN
Salmonella enterica,2015-02-10T20:10:24Z,TN
Salmonella enterica,2015-02-10T20:10:25Z,CO
Salmonella enterica,2015-02-10T20:10:24Z,CO
Salmonella enterica,2015-02-10T20:10:25Z,GA
Salmonella enterica,2015-02-10T20:10:25Z,GA
Salmonella enterica,2015-02-10T20:10:24Z,GA
Salmonella enterica,2015-02-10T20:10:25Z,GA
Salmonella enterica,2015-02-10T20:10:24Z,GA
Salmonella enterica,2015-02-10T20:10:25Z,GA
Salmonella enterica,2015-02-10T20:10:25Z,GA
Salmonella enterica,2015-02-10T20:10:24Z,MD
Salmonella enterica,2015-02-10T20:10:25Z,MN
Salmonella enterica,2015-02-10T20:10:25Z,MN
Salmonella enterica,2015-02-10T20:10:25Z,MN
Salmonella enterica,2015-02-10T20:10:26Z,MN
Salmonella enterica,2015-02-10T20:10:25Z,MN
Salmonella enterica,2015-02-10T20:10:26Z,MN
Salmonella enterica,2015-02-10T20:10:35Z,MN
Salmonella enterica,2015-02-10T20:10:35Z,NM
Salmonella enterica,2015-02-10T20:10:36Z,NM
Salmonella enterica,2015-02-10T20:10:36Z,NM
Salmonella enterica,2015-02-10T20:10:36Z,NM
Salmonella enterica,2015-02-10T20:10:36Z,MN
Salmonella enterica,2015-02-10T20:10:47Z,MN
Salmonella enterica,2015-02-10T20:10:48Z,MN
Salmonella enterica,2015-02-10T20:10:48Z,MN
Salmonella enterica,2015-02-10T20:10:48Z,NM
Salmonella enterica,2015-02-10T20:10:47Z,NM
Salmonella enterica,2015-02-10T20:10:48Z,NM
Salmonella enterica,2015-02-10T20:10:47Z,NM
Salmonella enterica,2015-02-10T20:10:48Z,NY
Salmonella enterica,2015-02-10T20:10:51Z,OR
Salmonella enterica,2015-02-10T20:10:51Z,MN
Salmonella enterica,2015-02-10T20:10:51Z,MD
Salmonella enterica,2015-02-10T20:10:52Z,MD
Salmonella enterica,2015-02-10T20:10:52Z,NM
Salmonella enterica,2015-02-10T20:10:52Z,MN
Salmonella enterica,2015-02-10T20:10:52Z,NY
Salmonella enterica,2015-02-10T20:10:52Z,MD
Salmonella enterica,2015-02-10T20:10:52Z,NY
Salmonella enterica,2015-02-10T19:09:44Z,NY
Salmonella enterica,2015-02-10T19:09:44Z,NM
Salmonella enterica,2015-02-10T19:09:44Z,MN
Salmonella enterica,2015-02-10T19:09:44Z,MN
Salmonella enterica,2015-02-10T19:09:44Z,MN
Salmonella enterica,2015-02-10T19:09:44Z,MN
Salmonella enterica,2015-02-10T19:09:44Z,NM
Salmonella enterica,2015-02-10T19:09:45Z,NM
Salmonella enterica,2015-02-10T19:09:45Z,MN
Salmonella enterica,2015-02-10T19:09:45Z,NM
Salmonella enterica,2015-02-10T19:09:45Z,NM
Salmonella enterica,2015-02-10T19:09:45Z,NY
Salmonella enterica,2015-02-10T19:09:45Z,MN
Salmonella enterica,2016-01-04T07:24:33Z,CT
Salmonella enterica,2016-01-04T07:24:33Z,CT
Salmonella enterica,2016-01-04T07:24:33Z,CT
Salmonella enterica,2016-01-04T07:24:33Z,NY
Salmonella enterica,2015-02-10T19:09:51Z,MD
Salmonella enterica,2015-02-10T19:09:51Z,MD
Salmonella enterica,2015-02-10T19:09:51Z,MD
Salmonella enterica,2015-02-10T19:09:51Z,MD
